emoji,name,group,sub_group,codepoints,labels
🚣🏽‍♂️,man rowing boat: medium skin tone,People & Body,person-sport,1F6A3 1F3FD 200D 2642 FE0F,
🚣🏽‍♂,man rowing boat: medium skin tone,People & Body,person-sport,1F6A3 1F3FD 200D 2642,
🚣🏾‍♂️,man rowing boat: medium-dark skin tone,People & Body,person-sport,1F6A3 1F3FE 200D 2642 FE0F,
🚣🏾‍♂,man rowing boat: medium-dark skin tone,People & Body,person-sport,1F6A3 1F3FE 200D 2642,
🚣🏿‍♂️,man rowing boat: dark skin tone,People & Body,person-sport,1F6A3 1F3FF 200D 2642 FE0F,
🚣🏿‍♂,man rowing boat: dark skin tone,People & Body,person-sport,1F6A3 1F3FF 200D 2642,
🚣‍♀️,woman rowing boat,People & Body,person-sport,1F6A3 200D 2640 FE0F,
🚣‍♀,woman rowing boat,People & Body,person-sport,1F6A3 200D 2640,
🚣🏻‍♀️,woman rowing boat: light skin tone,People & Body,person-sport,1F6A3 1F3FB 200D 2640 FE0F,
🚣🏻‍♀,woman rowing boat: light skin tone,People & Body,person-sport,1F6A3 1F3FB 200D 2640,
🚣🏼‍♀️,woman rowing boat: medium-light skin tone,People & Body,person-sport,1F6A3 1F3FC 200D 2640 FE0F,
🚣🏼‍♀,woman rowing boat: medium-light skin tone,People & Body,person-sport,1F6A3 1F3FC 200D 2640,
🚣🏽‍♀️,woman rowing boat: medium skin tone,People & Body,person-sport,1F6A3 1F3FD 200D 2640 FE0F,
🚣🏽‍♀,woman rowing boat: medium skin tone,People & Body,person-sport,1F6A3 1F3FD 200D 2640,
🚣🏾‍♀️,woman rowing boat: medium-dark skin tone,People & Body,person-sport,1F6A3 1F3FE 200D 2640 FE0F,
🚣🏾‍♀,woman rowing boat: medium-dark skin tone,People & Body,person-sport,1F6A3 1F3FE 200D 2640,
🚣🏿‍♀️,woman rowing boat: dark skin tone,People & Body,person-sport,1F6A3 1F3FF 200D 2640 FE0F,
🚣🏿‍♀,woman rowing boat: dark skin tone,People & Body,person-sport,1F6A3 1F3FF 200D 2640,
🏊,person swimming,People & Body,person-sport,1F3CA,
🏊🏻,person swimming: light skin tone,People & Body,person-sport,1F3CA 1F3FB,
🏊🏼,person swimming: medium-light skin tone,People & Body,person-sport,1F3CA 1F3FC,
🏊🏽,person swimming: medium skin tone,People & Body,person-sport,1F3CA 1F3FD,
🏊🏾,person swimming: medium-dark skin tone,People & Body,person-sport,1F3CA 1F3FE,
🏊🏿,person swimming: dark skin tone,People & Body,person-sport,1F3CA 1F3FF,
🏊‍♂️,man swimming,People & Body,person-sport,1F3CA 200D 2642 FE0F,
🏊‍♂,man swimming,People & Body,person-sport,1F3CA 200D 2642,
🏊🏻‍♂️,man swimming: light skin tone,People & Body,person-sport,1F3CA 1F3FB 200D 2642 FE0F,
🏊🏻‍♂,man swimming: light skin tone,People & Body,person-sport,1F3CA 1F3FB 200D 2642,
🏊🏼‍♂️,man swimming: medium-light skin tone,People & Body,person-sport,1F3CA 1F3FC 200D 2642 FE0F,
🏊🏼‍♂,man swimming: medium-light skin tone,People & Body,person-sport,1F3CA 1F3FC 200D 2642,
🏊🏽‍♂️,man swimming: medium skin tone,People & Body,person-sport,1F3CA 1F3FD 200D 2642 FE0F,
🏊🏽‍♂,man swimming: medium skin tone,People & Body,person-sport,1F3CA 1F3FD 200D 2642,
🏊🏾‍♂️,man swimming: medium-dark skin tone,People & Body,person-sport,1F3CA 1F3FE 200D 2642 FE0F,
🏊🏾‍♂,man swimming: medium-dark skin tone,People & Body,person-sport,1F3CA 1F3FE 200D 2642,
🏊🏿‍♂️,man swimming: dark skin tone,People & Body,person-sport,1F3CA 1F3FF 200D 2642 FE0F,
🏊🏿‍♂,man swimming: dark skin tone,People & Body,person-sport,1F3CA 1F3FF 200D 2642,
🏊‍♀️,woman swimming,People & Body,person-sport,1F3CA 200D 2640 FE0F,
🏊‍♀,woman swimming,People & Body,person-sport,1F3CA 200D 2640,
🏊🏻‍♀️,woman swimming: light skin tone,People & Body,person-sport,1F3CA 1F3FB 200D 2640 FE0F,
🏊🏻‍♀,woman swimming: light skin tone,People & Body,person-sport,1F3CA 1F3FB 200D 2640,
🏊🏼‍♀️,woman swimming: medium-light skin tone,People & Body,person-sport,1F3CA 1F3FC 200D 2640 FE0F,
🏊🏼‍♀,woman swimming: medium-light skin tone,People & Body,person-sport,1F3CA 1F3FC 200D 2640,
🏊🏽‍♀️,woman swimming: medium skin tone,People & Body,person-sport,1F3CA 1F3FD 200D 2640 FE0F,
🏊🏽‍♀,woman swimming: medium skin tone,People & Body,person-sport,1F3CA 1F3FD 200D 2640,
🏊🏾‍♀️,woman swimming: medium-dark skin tone,People & Body,person-sport,1F3CA 1F3FE 200D 2640 FE0F,
🏊🏾‍♀,woman swimming: medium-dark skin tone,People & Body,person-sport,1F3CA 1F3FE 200D 2640,
🏊🏿‍♀️,woman swimming: dark skin tone,People & Body,person-sport,1F3CA 1F3FF 200D 2640 FE0F,
🏊🏿‍♀,woman swimming: dark skin tone,People & Body,person-sport,1F3CA 1F3FF 200D 2640,
⛹️,person bouncing ball,People & Body,person-sport,26F9 FE0F,
⛹,person bouncing ball,People & Body,person-sport,26F9,
⛹🏻,person bouncing ball: light skin tone,People & Body,person-sport,26F9 1F3FB,
⛹🏼,person bouncing ball: medium-light skin tone,People & Body,person-sport,26F9 1F3FC,
⛹🏽,person bouncing ball: medium skin tone,People & Body,person-sport,26F9 1F3FD,
⛹🏾,person bouncing ball: medium-dark skin tone,People & Body,person-sport,26F9 1F3FE,
⛹🏿,person bouncing ball: dark skin tone,People & Body,person-sport,26F9 1F3FF,
⛹️‍♂️,man bouncing ball,People & Body,person-sport,26F9 FE0F 200D 2642 FE0F,
⛹‍♂️,man bouncing ball,People & Body,person-sport,26F9 200D 2642 FE0F,
⛹️‍♂,man bouncing ball,People & Body,person-sport,26F9 FE0F 200D 2642,
⛹‍♂,man bouncing ball,People & Body,person-sport,26F9 200D 2642,
⛹🏻‍♂️,man bouncing ball: light skin tone,People & Body,person-sport,26F9 1F3FB 200D 2642 FE0F,
⛹🏻‍♂,man bouncing ball: light skin tone,People & Body,person-sport,26F9 1F3FB 200D 2642,
⛹🏼‍♂️,man bouncing ball: medium-light skin tone,People & Body,person-sport,26F9 1F3FC 200D 2642 FE0F,
⛹🏼‍♂,man bouncing ball: medium-light skin tone,People & Body,person-sport,26F9 1F3FC 200D 2642,
⛹🏽‍♂️,man bouncing ball: medium skin tone,People & Body,person-sport,26F9 1F3FD 200D 2642 FE0F,
⛹🏽‍♂,man bouncing ball: medium skin tone,People & Body,person-sport,26F9 1F3FD 200D 2642,
⛹🏾‍♂️,man bouncing ball: medium-dark skin tone,People & Body,person-sport,26F9 1F3FE 200D 2642 FE0F,
⛹🏾‍♂,man bouncing ball: medium-dark skin tone,People & Body,person-sport,26F9 1F3FE 200D 2642,
⛹🏿‍♂️,man bouncing ball: dark skin tone,People & Body,person-sport,26F9 1F3FF 200D 2642 FE0F,
⛹🏿‍♂,man bouncing ball: dark skin tone,People & Body,person-sport,26F9 1F3FF 200D 2642,
⛹️‍♀️,woman bouncing ball,People & Body,person-sport,26F9 FE0F 200D 2640 FE0F,
⛹‍♀️,woman bouncing ball,People & Body,person-sport,26F9 200D 2640 FE0F,
⛹️‍♀,woman bouncing ball,People & Body,person-sport,26F9 FE0F 200D 2640,
⛹‍♀,woman bouncing ball,People & Body,person-sport,26F9 200D 2640,
⛹🏻‍♀️,woman bouncing ball: light skin tone,People & Body,person-sport,26F9 1F3FB 200D 2640 FE0F,
⛹🏻‍♀,woman bouncing ball: light skin tone,People & Body,person-sport,26F9 1F3FB 200D 2640,
⛹🏼‍♀️,woman bouncing ball: medium-light skin tone,People & Body,person-sport,26F9 1F3FC 200D 2640 FE0F,
⛹🏼‍♀,woman bouncing ball: medium-light skin tone,People & Body,person-sport,26F9 1F3FC 200D 2640,
⛹🏽‍♀️,woman bouncing ball: medium skin tone,People & Body,person-sport,26F9 1F3FD 200D 2640 FE0F,
⛹🏽‍♀,woman bouncing ball: medium skin tone,People & Body,person-sport,26F9 1F3FD 200D 2640,
⛹🏾‍♀️,woman bouncing ball: medium-dark skin tone,People & Body,person-sport,26F9 1F3FE 200D 2640 FE0F,
⛹🏾‍♀,woman bouncing ball: medium-dark skin tone,People & Body,person-sport,26F9 1F3FE 200D 2640,
⛹🏿‍♀️,woman bouncing ball: dark skin tone,People & Body,person-sport,26F9 1F3FF 200D 2640 FE0F,
⛹🏿‍♀,woman bouncing ball: dark skin tone,People & Body,person-sport,26F9 1F3FF 200D 2640,
🏋️,person lifting weights,People & Body,person-sport,1F3CB FE0F,
🏋,person lifting weights,People & Body,person-sport,1F3CB,
🏋🏻,person lifting weights: light skin tone,People & Body,person-sport,1F3CB 1F3FB,
🏋🏼,person lifting weights: medium-light skin tone,People & Body,person-sport,1F3CB 1F3FC,
🏋🏽,person lifting weights: medium skin tone,People & Body,person-sport,1F3CB 1F3FD,
🏋🏾,person lifting weights: medium-dark skin tone,People & Body,person-sport,1F3CB 1F3FE,
🏋🏿,person lifting weights: dark skin tone,People & Body,person-sport,1F3CB 1F3FF,
🏋️‍♂️,man lifting weights,People & Body,person-sport,1F3CB FE0F 200D 2642 FE0F,
🏋‍♂️,man lifting weights,People & Body,person-sport,1F3CB 200D 2642 FE0F,
🏋️‍♂,man lifting weights,People & Body,person-sport,1F3CB FE0F 200D 2642,
🏋‍♂,man lifting weights,People & Body,person-sport,1F3CB 200D 2642,
🏋🏻‍♂️,man lifting weights: light skin tone,People & Body,person-sport,1F3CB 1F3FB 200D 2642 FE0F,
🏋🏻‍♂,man lifting weights: light skin tone,People & Body,person-sport,1F3CB 1F3FB 200D 2642,
🏋🏼‍♂️,man lifting weights: medium-light skin tone,People & Body,person-sport,1F3CB 1F3FC 200D 2642 FE0F,
🏋🏼‍♂,man lifting weights: medium-light skin tone,People & Body,person-sport,1F3CB 1F3FC 200D 2642,
🏋🏽‍♂️,man lifting weights: medium skin tone,People & Body,person-sport,1F3CB 1F3FD 200D 2642 FE0F,
🏋🏽‍♂,man lifting weights: medium skin tone,People & Body,person-sport,1F3CB 1F3FD 200D 2642,
🏋🏾‍♂️,man lifting weights: medium-dark skin tone,People & Body,person-sport,1F3CB 1F3FE 200D 2642 FE0F,
🏋🏾‍♂,man lifting weights: medium-dark skin tone,People & Body,person-sport,1F3CB 1F3FE 200D 2642,
🏋🏿‍♂️,man lifting weights: dark skin tone,People & Body,person-sport,1F3CB 1F3FF 200D 2642 FE0F,
🏋🏿‍♂,man lifting weights: dark skin tone,People & Body,person-sport,1F3CB 1F3FF 200D 2642,
🏋️‍♀️,woman lifting weights,People & Body,person-sport,1F3CB FE0F 200D 2640 FE0F,
🏋‍♀️,woman lifting weights,People & Body,person-sport,1F3CB 200D 2640 FE0F,
🏋️‍♀,woman lifting weights,People & Body,person-sport,1F3CB FE0F 200D 2640,
🏋‍♀,woman lifting weights,People & Body,person-sport,1F3CB 200D 2640,
🏋🏻‍♀️,woman lifting weights: light skin tone,People & Body,person-sport,1F3CB 1F3FB 200D 2640 FE0F,
🏋🏻‍♀,woman lifting weights: light skin tone,People & Body,person-sport,1F3CB 1F3FB 200D 2640,
🏋🏼‍♀️,woman lifting weights: medium-light skin tone,People & Body,person-sport,1F3CB 1F3FC 200D 2640 FE0F,
🏋🏼‍♀,woman lifting weights: medium-light skin tone,People & Body,person-sport,1F3CB 1F3FC 200D 2640,
🏋🏽‍♀️,woman lifting weights: medium skin tone,People & Body,person-sport,1F3CB 1F3FD 200D 2640 FE0F,
🏋🏽‍♀,woman lifting weights: medium skin tone,People & Body,person-sport,1F3CB 1F3FD 200D 2640,
🏋🏾‍♀️,woman lifting weights: medium-dark skin tone,People & Body,person-sport,1F3CB 1F3FE 200D 2640 FE0F,
🏋🏾‍♀,woman lifting weights: medium-dark skin tone,People & Body,person-sport,1F3CB 1F3FE 200D 2640,
🏋🏿‍♀️,woman lifting weights: dark skin tone,People & Body,person-sport,1F3CB 1F3FF 200D 2640 FE0F,
🏋🏿‍♀,woman lifting weights: dark skin tone,People & Body,person-sport,1F3CB 1F3FF 200D 2640,
🚴,person biking,People & Body,person-sport,1F6B4,
🚴🏻,person biking: light skin tone,People & Body,person-sport,1F6B4 1F3FB,
🚴🏼,person biking: medium-light skin tone,People & Body,person-sport,1F6B4 1F3FC,
🚴🏽,person biking: medium skin tone,People & Body,person-sport,1F6B4 1F3FD,
🚴🏾,person biking: medium-dark skin tone,People & Body,person-sport,1F6B4 1F3FE,
🚴🏿,person biking: dark skin tone,People & Body,person-sport,1F6B4 1F3FF,
🚴‍♂️,man biking,People & Body,person-sport,1F6B4 200D 2642 FE0F,
🚴‍♂,man biking,People & Body,person-sport,1F6B4 200D 2642,
🚴🏻‍♂️,man biking: light skin tone,People & Body,person-sport,1F6B4 1F3FB 200D 2642 FE0F,
🚴🏻‍♂,man biking: light skin tone,People & Body,person-sport,1F6B4 1F3FB 200D 2642,
🚴🏼‍♂️,man biking: medium-light skin tone,People & Body,person-sport,1F6B4 1F3FC 200D 2642 FE0F,
🚴🏼‍♂,man biking: medium-light skin tone,People & Body,person-sport,1F6B4 1F3FC 200D 2642,
🚴🏽‍♂️,man biking: medium skin tone,People & Body,person-sport,1F6B4 1F3FD 200D 2642 FE0F,
🚴🏽‍♂,man biking: medium skin tone,People & Body,person-sport,1F6B4 1F3FD 200D 2642,
🚴🏾‍♂️,man biking: medium-dark skin tone,People & Body,person-sport,1F6B4 1F3FE 200D 2642 FE0F,
🚴🏾‍♂,man biking: medium-dark skin tone,People & Body,person-sport,1F6B4 1F3FE 200D 2642,
🚴🏿‍♂️,man biking: dark skin tone,People & Body,person-sport,1F6B4 1F3FF 200D 2642 FE0F,
🚴🏿‍♂,man biking: dark skin tone,People & Body,person-sport,1F6B4 1F3FF 200D 2642,
🚴‍♀️,woman biking,People & Body,person-sport,1F6B4 200D 2640 FE0F,
🚴‍♀,woman biking,People & Body,person-sport,1F6B4 200D 2640,
🚴🏻‍♀️,woman biking: light skin tone,People & Body,person-sport,1F6B4 1F3FB 200D 2640 FE0F,
🚴🏻‍♀,woman biking: light skin tone,People & Body,person-sport,1F6B4 1F3FB 200D 2640,
🚴🏼‍♀️,woman biking: medium-light skin tone,People & Body,person-sport,1F6B4 1F3FC 200D 2640 FE0F,
🚴🏼‍♀,woman biking: medium-light skin tone,People & Body,person-sport,1F6B4 1F3FC 200D 2640,
🚴🏽‍♀️,woman biking: medium skin tone,People & Body,person-sport,1F6B4 1F3FD 200D 2640 FE0F,
🚴🏽‍♀,woman biking: medium skin tone,People & Body,person-sport,1F6B4 1F3FD 200D 2640,
🚴🏾‍♀️,woman biking: medium-dark skin tone,People & Body,person-sport,1F6B4 1F3FE 200D 2640 FE0F,
🚴🏾‍♀,woman biking: medium-dark skin tone,People & Body,person-sport,1F6B4 1F3FE 200D 2640,
🚴🏿‍♀️,woman biking: dark skin tone,People & Body,person-sport,1F6B4 1F3FF 200D 2640 FE0F,
🚴🏿‍♀,woman biking: dark skin tone,People & Body,person-sport,1F6B4 1F3FF 200D 2640,
🚵,person mountain biking,People & Body,person-sport,1F6B5,
🚵🏻,person mountain biking: light skin tone,People & Body,person-sport,1F6B5 1F3FB,
🚵🏼,person mountain biking: medium-light skin tone,People & Body,person-sport,1F6B5 1F3FC,
🚵🏽,person mountain biking: medium skin tone,People & Body,person-sport,1F6B5 1F3FD,
🚵🏾,person mountain biking: medium-dark skin tone,People & Body,person-sport,1F6B5 1F3FE,
🚵🏿,person mountain biking: dark skin tone,People & Body,person-sport,1F6B5 1F3FF,
🚵‍♂️,man mountain biking,People & Body,person-sport,1F6B5 200D 2642 FE0F,
🚵‍♂,man mountain biking,People & Body,person-sport,1F6B5 200D 2642,
🚵🏻‍♂️,man mountain biking: light skin tone,People & Body,person-sport,1F6B5 1F3FB 200D 2642 FE0F,
🚵🏻‍♂,man mountain biking: light skin tone,People & Body,person-sport,1F6B5 1F3FB 200D 2642,
🚵🏼‍♂️,man mountain biking: medium-light skin tone,People & Body,person-sport,1F6B5 1F3FC 200D 2642 FE0F,
🚵🏼‍♂,man mountain biking: medium-light skin tone,People & Body,person-sport,1F6B5 1F3FC 200D 2642,
🚵🏽‍♂️,man mountain biking: medium skin tone,People & Body,person-sport,1F6B5 1F3FD 200D 2642 FE0F,
🚵🏽‍♂,man mountain biking: medium skin tone,People & Body,person-sport,1F6B5 1F3FD 200D 2642,
🚵🏾‍♂️,man mountain biking: medium-dark skin tone,People & Body,person-sport,1F6B5 1F3FE 200D 2642 FE0F,
🚵🏾‍♂,man mountain biking: medium-dark skin tone,People & Body,person-sport,1F6B5 1F3FE 200D 2642,
🚵🏿‍♂️,man mountain biking: dark skin tone,People & Body,person-sport,1F6B5 1F3FF 200D 2642 FE0F,
🚵🏿‍♂,man mountain biking: dark skin tone,People & Body,person-sport,1F6B5 1F3FF 200D 2642,
🚵‍♀️,woman mountain biking,People & Body,person-sport,1F6B5 200D 2640 FE0F,
🚵‍♀,woman mountain biking,People & Body,person-sport,1F6B5 200D 2640,
🚵🏻‍♀️,woman mountain biking: light skin tone,People & Body,person-sport,1F6B5 1F3FB 200D 2640 FE0F,
🚵🏻‍♀,woman mountain biking: light skin tone,People & Body,person-sport,1F6B5 1F3FB 200D 2640,
🚵🏼‍♀️,woman mountain biking: medium-light skin tone,People & Body,person-sport,1F6B5 1F3FC 200D 2640 FE0F,
🚵🏼‍♀,woman mountain biking: medium-light skin tone,People & Body,person-sport,1F6B5 1F3FC 200D 2640,
🚵🏽‍♀️,woman mountain biking: medium skin tone,People & Body,person-sport,1F6B5 1F3FD 200D 2640 FE0F,
🚵🏽‍♀,woman mountain biking: medium skin tone,People & Body,person-sport,1F6B5 1F3FD 200D 2640,
🚵🏾‍♀️,woman mountain biking: medium-dark skin tone,People & Body,person-sport,1F6B5 1F3FE 200D 2640 FE0F,
🚵🏾‍♀,woman mountain biking: medium-dark skin tone,People & Body,person-sport,1F6B5 1F3FE 200D 2640,
🚵🏿‍♀️,woman mountain biking: dark skin tone,People & Body,person-sport,1F6B5 1F3FF 200D 2640 FE0F,
🚵🏿‍♀,woman mountain biking: dark skin tone,People & Body,person-sport,1F6B5 1F3FF 200D 2640,
🤸,person cartwheeling,People & Body,person-sport,1F938,
🤸🏻,person cartwheeling: light skin tone,People & Body,person-sport,1F938 1F3FB,
🤸🏼,person cartwheeling: medium-light skin tone,People & Body,person-sport,1F938 1F3FC,
🤸🏽,person cartwheeling: medium skin tone,People & Body,person-sport,1F938 1F3FD,
🤸🏾,person cartwheeling: medium-dark skin tone,People & Body,person-sport,1F938 1F3FE,
🤸🏿,person cartwheeling: dark skin tone,People & Body,person-sport,1F938 1F3FF,
🤸‍♂️,man cartwheeling,People & Body,person-sport,1F938 200D 2642 FE0F,
🤸‍♂,man cartwheeling,People & Body,person-sport,1F938 200D 2642,
🤸🏻‍♂️,man cartwheeling: light skin tone,People & Body,person-sport,1F938 1F3FB 200D 2642 FE0F,
🤸🏻‍♂,man cartwheeling: light skin tone,People & Body,person-sport,1F938 1F3FB 200D 2642,
🤸🏼‍♂️,man cartwheeling: medium-light skin tone,People & Body,person-sport,1F938 1F3FC 200D 2642 FE0F,
